ekip_adi,islem_tipi,tarih,saat,talimat_adet
İstanbul Ekip,Mevduat,2024-02-27,12,4
Ankara Ekip,Mevduat,2024-02-27,12,4
İstanbul Ekip,Mevduat,2024-02-27,13,1
Ankara Ekip,Mevduat,2024-02-27,13,2
İstanbul Ekip,Mevduat,2024-02-27,14,1
İstanbul Ekip,Mevduat,2024-02-27,15,3
Ankara Ekip,Mevduat,2024-02-27,15,1
İstanbul Ekip,Mevduat,2024-02-27,16,8
Ankara Ekip,Mevduat,2024-02-27,16,4
İstanbul Ekip,Mevduat,2024-02-27,17,1
Ankara Ekip,Mevduat,2024-02-27,17,1
Ankara Ekip,Mevduat,2024-02-27,21,1
İstanbul Ekip,Mevduat,2024-02-27,23,3
Ankara Ekip,Mevduat,2024-02-27,23,1
İstanbul Ekip,Mevduat,2024-02-28,3,1
İstanbul Ekip,Mevduat,2024-02-28,6,5
Ankara Ekip,Mevduat,2024-02-28,6,1
İstanbul Ekip,Mevduat,2024-02-28,7,2
Ankara Ekip,Mevduat,2024-02-28,7,1
İstanbul Ekip,Mevduat,2024-02-28,8,3
Ankara Ekip,Mevduat,2024-02-28,8,3
İstanbul Ekip,Mevduat,2024-02-28,9,10
Ankara Ekip,Mevduat,2024-02-28,9,7
İstanbul Ekip,Mevduat,2024-02-28,10,5
Ankara Ekip,Mevduat,2024-02-28,10,2
İstanbul Ekip,Mevduat,2024-02-28,11,9
Ankara Ekip,Mevduat,2024-02-28,11,3
İstanbul Ekip,Mevduat,2024-02-28,12,4
Ankara Ekip,Mevduat,2024-02-28,12,1
İstanbul Ekip,Mevduat,2024-02-28,13,3
Ankara Ekip,Mevduat,2024-02-28,13,2
İstanbul Ekip,Mevduat,2024-02-28,14,11
Ankara Ekip,Mevduat,2024-02-28,14,6
İstanbul Ekip,Mevduat,2024-02-28,15,10
Ankara Ekip,Mevduat,2024-02-28,15,7
İstanbul Ekip,Mevduat,2024-02-28,16,7
Ankara Ekip,Mevduat,2024-02-28,16,8
İstanbul Ekip,Mevduat,2024-02-28,17,1
Ankara Ekip,Mevduat,2024-02-28,17,1
İstanbul Ekip,Mevduat,2024-02-28,18,3
Ankara Ekip,Mevduat,2024-02-28,18,2
İstanbul Ekip,Mevduat,2024-02-28,19,1
İstanbul Ekip,Mevduat,2024-02-28,22,1
İstanbul Ekip,Mevduat,2024-02-29,2,7
Ankara Ekip,Mevduat,2024-02-29,2,3
İstanbul Ekip,Mevduat,2024-02-29,7,9
Ankara Ekip,Mevduat,2024-02-29,7,4
İstanbul Ekip,Mevduat,2024-02-29,8,7
Ankara Ekip,Mevduat,2024-02-29,8,9
İstanbul Ekip,Mevduat,2024-02-29,9,11
Ankara Ekip,Mevduat,2024-02-29,9,4
İstanbul Ekip,Mevduat,2024-02-29,10,3
Ankara Ekip,Mevduat,2024-02-29,10,1
İstanbul Ekip,Mevduat,2024-02-29,11,6
Ankara Ekip,Mevduat,2024-02-29,11,7
İstanbul Ekip,Mevduat,2024-02-29,13,1
Ankara Ekip,Mevduat,2024-02-29,13,1
İstanbul Ekip,Mevduat,2024-02-29,14,1
İstanbul Ekip,Mevduat,2024-02-29,15,9
Ankara Ekip,Mevduat,2024-02-29,15,3
İstanbul Ekip,Mevduat,2024-02-29,16,1
Ankara Ekip,Mevduat,2024-02-29,17,1
Ankara Ekip,Mevduat,2024-02-29,18,2
İstanbul Ekip,Mevduat,2024-03-01,1,2
Ankara Ekip,Mevduat,2024-03-01,1,1
Ankara Ekip,Mevduat,2024-03-01,2,1
İstanbul Ekip,Mevduat,2024-03-01,4,1
Ankara Ekip,Mevduat,2024-03-01,4,1
İstanbul Ekip,Mevduat,2024-03-01,5,4
Ankara Ekip,Mevduat,2024-03-01,5,1
Ankara Ekip,Mevduat,2024-03-01,6,1
İstanbul Ekip,Mevduat,2024-03-01,7,2
Ankara Ekip,Mevduat,2024-03-01,7,1
İstanbul Ekip,Mevduat,2024-03-01,8,13
Ankara Ekip,Mevduat,2024-03-01,8,6
İstanbul Ekip,Mevduat,2024-03-01,9,3
Ankara Ekip,Mevduat,2024-03-01,9,1
İstanbul Ekip,Mevduat,2024-03-01,10,4
Ankara Ekip,Mevduat,2024-03-01,10,9
İstanbul Ekip,Mevduat,2024-03-01,11,11
Ankara Ekip,Mevduat,2024-03-01,11,7
İstanbul Ekip,Mevduat,2024-03-01,12,2
Ankara Ekip,Mevduat,2024-03-01,12,2
İstanbul Ekip,Mevduat,2024-03-01,13,7
Ankara Ekip,Mevduat,2024-03-01,13,1
İstanbul Ekip,Mevduat,2024-03-01,14,1
Ankara Ekip,Mevduat,2024-03-01,14,1
İstanbul Ekip,Mevduat,2024-03-01,15,9
Ankara Ekip,Mevduat,2024-03-01,15,6
İstanbul Ekip,Mevduat,2024-03-01,16,2
Ankara Ekip,Mevduat,2024-03-01,17,2
Ankara Ekip,Mevduat,2024-03-01,19,1
İstanbul Ekip,Mevduat,2024-03-04,6,3
Ankara Ekip,Mevduat,2024-03-04,6,2
İstanbul Ekip,Mevduat,2024-03-04,7,3
Ankara Ekip,Mevduat,2024-03-04,7,2
İstanbul Ekip,Mevduat,2024-03-04,8,2
Ankara Ekip,Mevduat,2024-03-04,8,2
İstanbul Ekip,Mevduat,2024-03-04,9,6
Ankara Ekip,Mevduat,2024-03-04,9,4
İstanbul Ekip,Mevduat,2024-03-04,10,11
Ankara Ekip,Mevduat,2024-03-04,10,2
İstanbul Ekip,Mevduat,2024-03-04,11,5
Ankara Ekip,Mevduat,2024-03-04,11,1
İstanbul Ekip,Mevduat,2024-03-04,12,6
İstanbul Ekip,Mevduat,2024-03-04,13,2
Ankara Ekip,Mevduat,2024-03-04,13,2
İstanbul Ekip,Mevduat,2024-03-04,14,1
İstanbul Ekip,Mevduat,2024-03-04,15,1
Ankara Ekip,Mevduat,2024-03-04,15,2
İstanbul Ekip,Mevduat,2024-03-04,17,1
İstanbul Ekip,Mevduat,2024-03-04,18,3
Ankara Ekip,Mevduat,2024-03-04,18,2
İstanbul Ekip,Mevduat,2024-03-05,0,1
İstanbul Ekip,Mevduat,2024-03-05,2,1
Ankara Ekip,Mevduat,2024-03-05,2,2
Ankara Ekip,Mevduat,2024-03-05,6,1
İstanbul Ekip,Mevduat,2024-03-05,7,18
Ankara Ekip,Mevduat,2024-03-05,7,13
İstanbul Ekip,Mevduat,2024-03-05,8,6
Ankara Ekip,Mevduat,2024-03-05,8,3
İstanbul Ekip,Mevduat,2024-03-05,9,14
Ankara Ekip,Mevduat,2024-03-05,9,7
İstanbul Ekip,Mevduat,2024-03-05,10,12
Ankara Ekip,Mevduat,2024-03-05,10,6
İstanbul Ekip,Mevduat,2024-03-05,11,7
Ankara Ekip,Mevduat,2024-03-05,11,2
İstanbul Ekip,Mevduat,2024-03-05,12,1
İstanbul Ekip,Mevduat,2024-03-05,13,2
Ankara Ekip,Mevduat,2024-03-05,13,4
İstanbul Ekip,Mevduat,2024-03-05,14,14
Ankara Ekip,Mevduat,2024-03-05,14,6
İstanbul Ekip,Mevduat,2024-03-05,15,3
İstanbul Ekip,Mevduat,2024-03-05,16,5
Ankara Ekip,Mevduat,2024-03-05,16,1
İstanbul Ekip,Mevduat,2024-03-05,17,1
Ankara Ekip,Mevduat,2024-03-05,17,1
İstanbul Ekip,Mevduat,2024-03-05,18,1
Ankara Ekip,Mevduat,2024-03-05,18,1
İstanbul Ekip,Mevduat,2024-03-05,19,1
Ankara Ekip,Mevduat,2024-03-05,19,3
İstanbul Ekip,Mevduat,2024-03-06,1,3
Ankara Ekip,Mevduat,2024-03-06,1,1
Ankara Ekip,Mevduat,2024-03-06,2,2
İstanbul Ekip,Mevduat,2024-03-06,5,3
Ankara Ekip,Mevduat,2024-03-06,5,1
İstanbul Ekip,Mevduat,2024-03-06,6,8
Ankara Ekip,Mevduat,2024-03-06,6,6
İstanbul Ekip,Mevduat,2024-03-06,7,12
Ankara Ekip,Mevduat,2024-03-06,7,4
İstanbul Ekip,Mevduat,2024-03-06,8,7
Ankara Ekip,Mevduat,2024-03-06,8,2
İstanbul Ekip,Mevduat,2024-03-06,9,14
Ankara Ekip,Mevduat,2024-03-06,9,12
İstanbul Ekip,Mevduat,2024-03-06,10,7
Ankara Ekip,Mevduat,2024-03-06,10,6
İstanbul Ekip,Mevduat,2024-03-06,11,7
Ankara Ekip,Mevduat,2024-03-06,11,6
İstanbul Ekip,Mevduat,2024-03-06,12,6
Ankara Ekip,Mevduat,2024-03-06,12,2
İstanbul Ekip,Mevduat,2024-03-06,13,10
Ankara Ekip,Mevduat,2024-03-06,13,6
İstanbul Ekip,Mevduat,2024-03-06,14,8
Ankara Ekip,Mevduat,2024-03-06,14,6
İstanbul Ekip,Mevduat,2024-03-06,15,20
Ankara Ekip,Mevduat,2024-03-06,15,11
İstanbul Ekip,Mevduat,2024-03-06,16,7
Ankara Ekip,Mevduat,2024-03-06,16,2
İstanbul Ekip,Mevduat,2024-03-06,17,8
Ankara Ekip,Mevduat,2024-03-06,17,1
İstanbul Ekip,Mevduat,2024-03-06,18,2
Ankara Ekip,Mevduat,2024-03-06,18,2
İstanbul Ekip,Mevduat,2024-03-06,19,2
Ankara Ekip,Mevduat,2024-03-06,19,2
İstanbul Ekip,Mevduat,2024-03-06,21,3
Ankara Ekip,Mevduat,2024-03-06,21,3
İstanbul Ekip,Mevduat,2024-03-07,7,4
Ankara Ekip,Mevduat,2024-03-07,7,2
Ankara Ekip,Mevduat,2024-03-07,8,1
İstanbul Ekip,Mevduat,2024-03-07,9,2
Ankara Ekip,Mevduat,2024-03-07,9,2
İstanbul Ekip,Mevduat,2024-03-07,10,14
Ankara Ekip,Mevduat,2024-03-07,10,4
İstanbul Ekip,Mevduat,2024-03-07,11,14
Ankara Ekip,Mevduat,2024-03-07,11,5
İstanbul Ekip,Mevduat,2024-03-07,12,4
Ankara Ekip,Mevduat,2024-03-07,12,2
İstanbul Ekip,Mevduat,2024-03-07,13,10
Ankara Ekip,Mevduat,2024-03-07,13,6
İstanbul Ekip,Mevduat,2024-03-07,14,8
Ankara Ekip,Mevduat,2024-03-07,14,5
İstanbul Ekip,Mevduat,2024-03-07,15,2
Ankara Ekip,Mevduat,2024-03-07,15,6
İstanbul Ekip,Mevduat,2024-03-07,16,4
Ankara Ekip,Mevduat,2024-03-07,16,1
İstanbul Ekip,Mevduat,2024-03-07,17,12
Ankara Ekip,Mevduat,2024-03-07,17,8
İstanbul Ekip,Mevduat,2024-03-07,18,1
Ankara Ekip,Mevduat,2024-03-07,23,1
İstanbul Ekip,Mevduat,2024-03-08,0,1
İstanbul Ekip,Mevduat,2024-03-08,2,1
Ankara Ekip,Mevduat,2024-03-08,2,1
İstanbul Ekip,Mevduat,2024-03-08,3,1
Ankara Ekip,Mevduat,2024-03-08,3,1
İstanbul Ekip,Mevduat,2024-03-08,5,2
Ankara Ekip,Mevduat,2024-03-08,5,2
İstanbul Ekip,Mevduat,2024-03-08,6,8
Ankara Ekip,Mevduat,2024-03-08,6,10
İstanbul Ekip,Mevduat,2024-03-08,7,1
Ankara Ekip,Mevduat,2024-03-08,7,2
İstanbul Ekip,Mevduat,2024-03-08,8,7
Ankara Ekip,Mevduat,2024-03-08,8,8
İstanbul Ekip,Mevduat,2024-03-08,9,12
Ankara Ekip,Mevduat,2024-03-08,9,10
İstanbul Ekip,Mevduat,2024-03-08,10,3
Ankara Ekip,Mevduat,2024-03-08,10,1
İstanbul Ekip,Mevduat,2024-03-08,11,8
Ankara Ekip,Mevduat,2024-03-08,11,7
İstanbul Ekip,Mevduat,2024-03-08,13,9
Ankara Ekip,Mevduat,2024-03-08,13,4
İstanbul Ekip,Mevduat,2024-03-08,14,3
İstanbul Ekip,Mevduat,2024-03-08,15,18
Ankara Ekip,Mevduat,2024-03-08,15,7
İstanbul Ekip,Mevduat,2024-03-08,16,1
Ankara Ekip,Mevduat,2024-03-08,16,6
İstanbul Ekip,Mevduat,2024-03-08,18,1
Ankara Ekip,Mevduat,2024-03-08,18,1
İstanbul Ekip,Mevduat,2024-03-08,20,4
Ankara Ekip,Mevduat,2024-03-08,20,2
İstanbul Ekip,Mevduat,2024-03-11,5,1
Ankara Ekip,Mevduat,2024-03-11,6,1
İstanbul Ekip,Mevduat,2024-03-11,7,8
Ankara Ekip,Mevduat,2024-03-11,7,6
İstanbul Ekip,Mevduat,2024-03-11,8,5
Ankara Ekip,Mevduat,2024-03-11,8,1
İstanbul Ekip,Mevduat,2024-03-11,9,5
Ankara Ekip,Mevduat,2024-03-11,9,3
İstanbul Ekip,Mevduat,2024-03-11,11,6
Ankara Ekip,Mevduat,2024-03-11,11,8
İstanbul Ekip,Mevduat,2024-03-11,12,1
Ankara Ekip,Mevduat,2024-03-11,12,1
İstanbul Ekip,Mevduat,2024-03-11,13,14
Ankara Ekip,Mevduat,2024-03-11,13,5
İstanbul Ekip,Mevduat,2024-03-11,14,20
Ankara Ekip,Mevduat,2024-03-11,14,8
İstanbul Ekip,Mevduat,2024-03-11,15,2
Ankara Ekip,Mevduat,2024-03-11,15,3
İstanbul Ekip,Mevduat,2024-03-11,16,5
Ankara Ekip,Mevduat,2024-03-11,16,6
İstanbul Ekip,Mevduat,2024-03-11,17,4
Ankara Ekip,Mevduat,2024-03-11,17,3
İstanbul Ekip,Mevduat,2024-03-11,18,2
Ankara Ekip,Mevduat,2024-03-11,18,2
İstanbul Ekip,Mevduat,2024-03-11,21,5
İstanbul Ekip,Mevduat,2024-03-12,4,2
İstanbul Ekip,Mevduat,2024-03-12,7,1
İstanbul Ekip,Mevduat,2024-03-12,8,13
Ankara Ekip,Mevduat,2024-03-12,8,9
İstanbul Ekip,Mevduat,2024-03-12,9,2
Ankara Ekip,Mevduat,2024-03-12,9,2
İstanbul Ekip,Mevduat,2024-03-12,10,6
Ankara Ekip,Mevduat,2024-03-12,10,5
İstanbul Ekip,Mevduat,2024-03-12,11,3
Ankara Ekip,Mevduat,2024-03-12,11,4
İstanbul Ekip,Mevduat,2024-03-12,12,4
Ankara Ekip,Mevduat,2024-03-12,12,3
İstanbul Ekip,Mevduat,2024-03-12,13,5
Ankara Ekip,Mevduat,2024-03-12,13,4
İstanbul Ekip,Mevduat,2024-03-12,14,9
Ankara Ekip,Mevduat,2024-03-12,14,10
İstanbul Ekip,Mevduat,2024-03-12,15,7
Ankara Ekip,Mevduat,2024-03-12,15,3
İstanbul Ekip,Mevduat,2024-03-12,16,8
Ankara Ekip,Mevduat,2024-03-12,16,1
İstanbul Ekip,Mevduat,2024-03-12,17,9
Ankara Ekip,Mevduat,2024-03-12,17,10
İstanbul Ekip,Mevduat,2024-03-12,23,4
Ankara Ekip,Mevduat,2024-03-12,23,3
Ankara Ekip,Mevduat,2024-03-13,2,1
İstanbul Ekip,Mevduat,2024-03-13,4,3
Ankara Ekip,Mevduat,2024-03-13,4,1
İstanbul Ekip,Mevduat,2024-03-13,6,3
Ankara Ekip,Mevduat,2024-03-13,6,2
İstanbul Ekip,Mevduat,2024-03-13,7,15
Ankara Ekip,Mevduat,2024-03-13,7,8
İstanbul Ekip,Mevduat,2024-03-13,8,8
Ankara Ekip,Mevduat,2024-03-13,8,3
İstanbul Ekip,Mevduat,2024-03-13,9,8
Ankara Ekip,Mevduat,2024-03-13,9,8
İstanbul Ekip,Mevduat,2024-03-13,10,3
Ankara Ekip,Mevduat,2024-03-13,10,5
İstanbul Ekip,Mevduat,2024-03-13,11,13
Ankara Ekip,Mevduat,2024-03-13,11,7
İstanbul Ekip,Mevduat,2024-03-13,12,3
Ankara Ekip,Mevduat,2024-03-13,12,2
İstanbul Ekip,Mevduat,2024-03-13,13,3
İstanbul Ekip,Mevduat,2024-03-13,14,7
Ankara Ekip,Mevduat,2024-03-13,14,4
İstanbul Ekip,Mevduat,2024-03-13,15,5
İstanbul Ekip,Mevduat,2024-03-13,17,5
Ankara Ekip,Mevduat,2024-03-13,17,4
İstanbul Ekip,Mevduat,2024-03-13,18,1
Ankara Ekip,Mevduat,2024-03-13,18,3
Ankara Ekip,Mevduat,2024-03-14,0,1
İstanbul Ekip,Mevduat,2024-03-14,5,1
İstanbul Ekip,Mevduat,2024-03-14,7,4
Ankara Ekip,Mevduat,2024-03-14,7,3
İstanbul Ekip,Mevduat,2024-03-14,8,21
Ankara Ekip,Mevduat,2024-03-14,8,7
İstanbul Ekip,Mevduat,2024-03-14,9,12
Ankara Ekip,Mevduat,2024-03-14,9,7
İstanbul Ekip,Mevduat,2024-03-14,10,13
Ankara Ekip,Mevduat,2024-03-14,10,3
İstanbul Ekip,Mevduat,2024-03-14,11,12
Ankara Ekip,Mevduat,2024-03-14,11,4
İstanbul Ekip,Mevduat,2024-03-14,12,11
Ankara Ekip,Mevduat,2024-03-14,12,5
İstanbul Ekip,Mevduat,2024-03-14,13,19
Ankara Ekip,Mevduat,2024-03-14,13,15
İstanbul Ekip,Mevduat,2024-03-14,14,25
Ankara Ekip,Mevduat,2024-03-14,14,19
İstanbul Ekip,Mevduat,2024-03-14,15,2
Ankara Ekip,Mevduat,2024-03-14,15,2
İstanbul Ekip,Mevduat,2024-03-14,16,12
Ankara Ekip,Mevduat,2024-03-14,16,1
İstanbul Ekip,Mevduat,2024-03-14,17,1
İstanbul Ekip,Mevduat,2024-03-14,19,6
Ankara Ekip,Mevduat,2024-03-14,19,4
Ankara Ekip,Mevduat,2024-03-15,2,1
İstanbul Ekip,Mevduat,2024-03-15,7,1
İstanbul Ekip,Mevduat,2024-03-15,8,4
Ankara Ekip,Mevduat,2024-03-15,8,3
İstanbul Ekip,Mevduat,2024-03-15,9,3
İstanbul Ekip,Mevduat,2024-03-15,10,6
Ankara Ekip,Mevduat,2024-03-15,10,4
İstanbul Ekip,Mevduat,2024-03-15,11,10
Ankara Ekip,Mevduat,2024-03-15,11,6
İstanbul Ekip,Mevduat,2024-03-15,12,6
Ankara Ekip,Mevduat,2024-03-15,12,5
İstanbul Ekip,Mevduat,2024-03-15,13,2
Ankara Ekip,Mevduat,2024-03-15,13,4
İstanbul Ekip,Mevduat,2024-03-15,14,9
Ankara Ekip,Mevduat,2024-03-15,14,5
İstanbul Ekip,Mevduat,2024-03-15,15,4
Ankara Ekip,Mevduat,2024-03-15,15,2
İstanbul Ekip,Mevduat,2024-03-15,16,1
İstanbul Ekip,Mevduat,2024-03-18,0,1
İstanbul Ekip,Mevduat,2024-03-18,6,1
Ankara Ekip,Mevduat,2024-03-18,6,1
İstanbul Ekip,Mevduat,2024-03-18,7,2
Ankara Ekip,Mevduat,2024-03-18,7,5
İstanbul Ekip,Mevduat,2024-03-18,8,6
Ankara Ekip,Mevduat,2024-03-18,8,3
İstanbul Ekip,Mevduat,2024-03-18,9,4
Ankara Ekip,Mevduat,2024-03-18,9,2
İstanbul Ekip,Mevduat,2024-03-18,10,8
Ankara Ekip,Mevduat,2024-03-18,10,9
İstanbul Ekip,Mevduat,2024-03-18,11,4
Ankara Ekip,Mevduat,2024-03-18,11,2
İstanbul Ekip,Mevduat,2024-03-18,12,8
Ankara Ekip,Mevduat,2024-03-18,12,5
İstanbul Ekip,Mevduat,2024-03-18,13,6
Ankara Ekip,Mevduat,2024-03-18,13,8
İstanbul Ekip,Mevduat,2024-03-18,14,6
Ankara Ekip,Mevduat,2024-03-18,14,7
İstanbul Ekip,Mevduat,2024-03-18,15,2
Ankara Ekip,Mevduat,2024-03-18,15,3
Ankara Ekip,Mevduat,2024-03-18,16,1
İstanbul Ekip,Mevduat,2024-03-18,17,4
Ankara Ekip,Mevduat,2024-03-18,17,6
İstanbul Ekip,Mevduat,2024-03-19,0,3
Ankara Ekip,Mevduat,2024-03-19,0,2
İstanbul Ekip,Mevduat,2024-03-19,6,1
Ankara Ekip,Mevduat,2024-03-19,6,4
İstanbul Ekip,Mevduat,2024-03-19,7,8
Ankara Ekip,Mevduat,2024-03-19,7,4
İstanbul Ekip,Mevduat,2024-03-19,8,7
Ankara Ekip,Mevduat,2024-03-19,8,10
İstanbul Ekip,Mevduat,2024-03-19,9,2
Ankara Ekip,Mevduat,2024-03-19,9,2
İstanbul Ekip,Mevduat,2024-03-19,10,6
Ankara Ekip,Mevduat,2024-03-19,10,2
İstanbul Ekip,Mevduat,2024-03-19,11,3
Ankara Ekip,Mevduat,2024-03-19,11,4
İstanbul Ekip,Mevduat,2024-03-19,12,3
Ankara Ekip,Mevduat,2024-03-19,12,2
İstanbul Ekip,Mevduat,2024-03-19,13,2
İstanbul Ekip,Mevduat,2024-03-19,14,2
İstanbul Ekip,Mevduat,2024-03-19,15,3
Ankara Ekip,Mevduat,2024-03-19,15,2
İstanbul Ekip,Mevduat,2024-03-19,16,3
Ankara Ekip,Mevduat,2024-03-19,16,2
İstanbul Ekip,Mevduat,2024-03-19,17,3
İstanbul Ekip,Mevduat,2024-03-19,18,2
Ankara Ekip,Mevduat,2024-03-19,18,1
Ankara Ekip,Mevduat,2024-03-19,19,3
İstanbul Ekip,Mevduat,2024-03-19,23,2
Ankara Ekip,Mevduat,2024-03-19,23,1
İstanbul Ekip,Mevduat,2024-03-20,6,4
Ankara Ekip,Mevduat,2024-03-20,6,6
İstanbul Ekip,Mevduat,2024-03-20,7,2
Ankara Ekip,Mevduat,2024-03-20,7,1
İstanbul Ekip,Mevduat,2024-03-20,8,7
Ankara Ekip,Mevduat,2024-03-20,8,11
İstanbul Ekip,Mevduat,2024-03-20,9,6
Ankara Ekip,Mevduat,2024-03-20,9,4
İstanbul Ekip,Mevduat,2024-03-20,10,16
Ankara Ekip,Mevduat,2024-03-20,10,10
İstanbul Ekip,Mevduat,2024-03-20,11,15
Ankara Ekip,Mevduat,2024-03-20,11,7
İstanbul Ekip,Mevduat,2024-03-20,12,1
Ankara Ekip,Mevduat,2024-03-20,12,2
İstanbul Ekip,Mevduat,2024-03-20,13,4
Ankara Ekip,Mevduat,2024-03-20,13,5
İstanbul Ekip,Mevduat,2024-03-20,14,3
İstanbul Ekip,Mevduat,2024-03-20,15,4
Ankara Ekip,Mevduat,2024-03-20,15,11
İstanbul Ekip,Mevduat,2024-03-20,16,3
Ankara Ekip,Mevduat,2024-03-20,16,5
İstanbul Ekip,Mevduat,2024-03-20,17,2
Ankara Ekip,Mevduat,2024-03-20,17,5
İstanbul Ekip,Mevduat,2024-03-20,18,2
Ankara Ekip,Mevduat,2024-03-20,18,2
İstanbul Ekip,Mevduat,2024-03-20,19,1
Ankara Ekip,Mevduat,2024-03-20,19,2
İstanbul Ekip,Mevduat,2024-03-21,0,1
İstanbul Ekip,Mevduat,2024-03-21,6,2
Ankara Ekip,Mevduat,2024-03-21,7,1
İstanbul Ekip,Mevduat,2024-03-21,8,3
Ankara Ekip,Mevduat,2024-03-21,8,7
İstanbul Ekip,Mevduat,2024-03-21,9,9
Ankara Ekip,Mevduat,2024-03-21,9,5
İstanbul Ekip,Mevduat,2024-03-21,10,1
Ankara Ekip,Mevduat,2024-03-21,10,3
İstanbul Ekip,Mevduat,2024-03-21,11,2
Ankara Ekip,Mevduat,2024-03-21,11,4
İstanbul Ekip,Mevduat,2024-03-21,12,5
Ankara Ekip,Mevduat,2024-03-21,12,4
İstanbul Ekip,Mevduat,2024-03-21,13,3
Ankara Ekip,Mevduat,2024-03-21,13,2
İstanbul Ekip,Mevduat,2024-03-21,14,8
Ankara Ekip,Mevduat,2024-03-21,14,11
İstanbul Ekip,Mevduat,2024-03-21,15,5
Ankara Ekip,Mevduat,2024-03-21,15,1
İstanbul Ekip,Mevduat,2024-03-21,16,3
Ankara Ekip,Mevduat,2024-03-21,16,2
İstanbul Ekip,Mevduat,2024-03-21,18,6
Ankara Ekip,Mevduat,2024-03-21,18,2
İstanbul Ekip,Mevduat,2024-03-21,20,1
Ankara Ekip,Mevduat,2024-03-21,23,2
İstanbul Ekip,Mevduat,2024-03-22,4,7
Ankara Ekip,Mevduat,2024-03-22,4,3
İstanbul Ekip,Mevduat,2024-03-22,7,5
Ankara Ekip,Mevduat,2024-03-22,7,2
İstanbul Ekip,Mevduat,2024-03-22,8,8
Ankara Ekip,Mevduat,2024-03-22,8,5
İstanbul Ekip,Mevduat,2024-03-22,9,6
Ankara Ekip,Mevduat,2024-03-22,9,5
İstanbul Ekip,Mevduat,2024-03-22,10,4
Ankara Ekip,Mevduat,2024-03-22,10,1
İstanbul Ekip,Mevduat,2024-03-22,11,1
Ankara Ekip,Mevduat,2024-03-22,11,1
İstanbul Ekip,Mevduat,2024-03-22,12,14
Ankara Ekip,Mevduat,2024-03-22,12,6
İstanbul Ekip,Mevduat,2024-03-22,14,6
İstanbul Ekip,Mevduat,2024-03-22,15,3
Ankara Ekip,Mevduat,2024-03-22,15,3
İstanbul Ekip,Mevduat,2024-03-22,16,11
Ankara Ekip,Mevduat,2024-03-22,16,2
İstanbul Ekip,Mevduat,2024-03-22,19,1
İstanbul Ekip,Mevduat,2024-03-25,2,6
Ankara Ekip,Mevduat,2024-03-25,2,6
İstanbul Ekip,Mevduat,2024-03-25,4,1
İstanbul Ekip,Mevduat,2024-03-25,7,10
Ankara Ekip,Mevduat,2024-03-25,7,5
İstanbul Ekip,Mevduat,2024-03-25,8,2
Ankara Ekip,Mevduat,2024-03-25,8,3
İstanbul Ekip,Mevduat,2024-03-25,9,10
Ankara Ekip,Mevduat,2024-03-25,9,6
İstanbul Ekip,Mevduat,2024-03-25,10,5
Ankara Ekip,Mevduat,2024-03-25,10,9
İstanbul Ekip,Mevduat,2024-03-25,11,10
Ankara Ekip,Mevduat,2024-03-25,11,9
İstanbul Ekip,Mevduat,2024-03-25,12,2
İstanbul Ekip,Mevduat,2024-03-25,13,5
Ankara Ekip,Mevduat,2024-03-25,13,3
İstanbul Ekip,Mevduat,2024-03-25,14,15
Ankara Ekip,Mevduat,2024-03-25,14,4
İstanbul Ekip,Mevduat,2024-03-25,15,18
Ankara Ekip,Mevduat,2024-03-25,15,5
İstanbul Ekip,Mevduat,2024-03-25,16,3
Ankara Ekip,Mevduat,2024-03-25,16,1
İstanbul Ekip,Mevduat,2024-03-25,18,3
Ankara Ekip,Mevduat,2024-03-25,18,2
İstanbul Ekip,Mevduat,2024-03-25,19,4
Ankara Ekip,Mevduat,2024-03-25,19,3
İstanbul Ekip,Mevduat,2024-03-25,21,1
Ankara Ekip,Mevduat,2024-03-25,21,1
İstanbul Ekip,Mevduat,2024-03-26,6,2
Ankara Ekip,Mevduat,2024-03-26,6,1
İstanbul Ekip,Mevduat,2024-03-26,8,19
Ankara Ekip,Mevduat,2024-03-26,8,7
İstanbul Ekip,Mevduat,2024-03-26,9,13
Ankara Ekip,Mevduat,2024-03-26,9,14
İstanbul Ekip,Mevduat,2024-03-26,10,17
Ankara Ekip,Mevduat,2024-03-26,10,8
İstanbul Ekip,Mevduat,2024-03-26,11,10
Ankara Ekip,Mevduat,2024-03-26,11,6
İstanbul Ekip,Mevduat,2024-03-26,12,5
Ankara Ekip,Mevduat,2024-03-26,12,3
İstanbul Ekip,Mevduat,2024-03-26,13,10
Ankara Ekip,Mevduat,2024-03-26,13,4
İstanbul Ekip,Mevduat,2024-03-26,14,7
Ankara Ekip,Mevduat,2024-03-26,14,4
İstanbul Ekip,Mevduat,2024-03-26,15,5
Ankara Ekip,Mevduat,2024-03-26,15,3
İstanbul Ekip,Mevduat,2024-03-26,16,2
İstanbul Ekip,Mevduat,2024-03-26,17,6
Ankara Ekip,Mevduat,2024-03-26,17,3
Ankara Ekip,Mevduat,2024-03-26,19,1
İstanbul Ekip,Mevduat,2024-03-27,0,2
İstanbul Ekip,Mevduat,2024-03-27,1,7
Ankara Ekip,Mevduat,2024-03-27,1,8
İstanbul Ekip,Mevduat,2024-03-27,2,2
Ankara Ekip,Mevduat,2024-03-27,2,1
İstanbul Ekip,Mevduat,2024-03-27,6,1
